0.000000000000000000e+00,-1.961061554526688788e-01,1.032881273844796360e-01,9.751276524306862203e-01,-8.232315208458740319e-02,-2.128737962935804140e-01,5.961978731492234129e-04
2.020202020202020166e-01,-2.127370952677370419e-01,6.028332005244319003e-02,9.752480964454638412e-01,-5.935001940560249989e-02,-2.266250801882240262e-01,6.989193267752325184e-04
4.040404040404040331e-01,-2.200859612731143333e-01,1.172243841954064003e-02,9.754100440778681325e-01,-1.112935083353253606e-02,-2.492091315063296453e-01,8.613251584655978461e-05
6.060606060606060774e-01,-2.172338026752249351e-01,-4.040723813193242836e-02,9.752828974619675018e-01,4.058558094706199437e-02,-2.615946802000040927e-01,-2.213954013005853087e-03
8.080808080808080662e-01,-2.036877467490488813e-01,-9.397238186328929488e-02,9.745155172039263736e-01,9.363517162673255789e-02,-2.632748640447651889e-01,-6.233386167267179756e-03
1.010101010101010166e+00,-1.794014100987673388e-01,-1.467809205742617862e-01,9.727643575964050049e-01,1.458059437597202246e-01,-2.541809235796806954e-01,-1.186484372093627761e-02
1.212121212121212155e+00,-1.447762543208790942e-01,-1.966717449257865402e-01,9.697216409530430292e-01,1.949249423693135697e-01,-2.346850113769877455e-01,-1.886578006533211685e-02
1.414141414141414144e+00,-1.006438576263174178e-01,-2.416031473932467311e-01,9.651418201962708165e-01,2.389522157310078054e-01,-2.055849564118230055e-01,-2.687102618488171682e-02
1.616161616161616132e+00,-4.822990453057290905e-02,-2.797363737790483640e-01,9.588646606763231439e-01,2.760673618582492606e-01,-1.680716158607822586e-01,-3.541322460080501000e-02
1.818181818181818121e+00,1.089851080125803229e-02,-3.095108709733607744e-01,9.508334466201879831e-01,3.047463908432820889e-01,-1.236801571154568791e-01,-4.395001965353855650e-02
2.020202020202020332e+00,7.489995035560167991e-02,-3.297081544317582158e-01,9.411070769779237288e-01,3.238255855139129946e-01,-7.422724609692474274e-02,-5.189653487788593866e-02
2.222222222222222321e+00,1.417371312109198533e-01,-3.395016774771687507e-01,9.298651496998300292e-01,3.325496204041245019e-01,-2.173669292492974581e-02,-5.866134985701614013e-02
2.424242424242424310e+00,2.092634333471671271e-01,-3.384906566236490222e-01,9.174055214801394298e-01,3.306019004298607067e-01,3.164338693799824409e-02,-6.368398187223273110e-02
2.626262626262626299e+00,2.753136566371262028e-01,-3.267164706335330959e-01,9.041342479332713511e-01,3.181158718941106134e-01,8.372848630071995368e-02,-6.647177197260555059e-02
2.828282828282828287e+00,3.377950987589289911e-01,-3.046609651890146986e-01,8.905482398750462769e-01,2.956668998211089416e-01,1.323871003925776169e-01,-6.663406629878947107e-02
3.030303030303030276e+00,3.947750303022207197e-01,-2.732267331011785094e-01,8.772113928630533852e-01,2.642451602576464942e-01,1.756279519755735707e-01,-6.391168990705299591e-02
3.232323232323232265e+00,4.445608200751497985e-01,-2.337001765120152730e-01,8.647253348620955737e-01,2.252108276321424796e-01,2.116814797810076254e-01,-5.819993080838125471e-02
3.434343434343434254e+00,4.857693040929853545e-01,-1.876988624825895735e-01,8.536962693041114658e-01,1.802336089057282320e-01,2.390722543075176620e-01,-4.956357012841943604e-02
