0.000000000000000000e+00,6.392885670479998839e-03,3.402448042821882429e-02,9.994005532039663686e-01,-3.591679661069831914e-02,1.361388188114735429e-03,5.283095153252315157e-05
2.020202020202020166e-01,-8.630328367317820736e-04,3.429950834500967993e-02,9.994112261234678884e-01,-3.328173090422396202e-02,-1.607131146807110750e-02,4.838754312265270189e-04
4.040404040404040331e-01,-7.054278331226652640e-03,2.753102124920019447e-02,9.995960584287043593e-01,-2.576170841161825806e-02,-5.238420646126037278e-02,1.086482018597131807e-03
6.060606060606060774e-01,-1.127180391213309860e-02,1.313417240106609478e-02,9.998502087572445074e-01,-1.325096905327100699e-02,-7.355443384192524026e-02,8.032936662997425476e-04
8.080808080808080662e-01,-1.240820522143716055e-02,-2.187941919254450442e-03,9.999206215261992048e-01,2.004608694474887924e-03,-6.975857139436739129e-02,-4.508479537823906474e-05
1.010101010101010166e+00,-1.046186100527455795e-02,-1.505110897039547285e-02,9.998319926783038047e-01,1.497611837287849725e-02,-6.246014540355587091e-02,-7.844642391866580178e-04
1.212121212121212155e+00,-6.357248303102414067e-03,-2.742436430452954710e-02,9.996036662780429793e-01,2.741220353019684433e-02,-7.086291302376733492e-02,-1.947134679026471657e-03
1.414141414141414144e+00,6.137767847039649061e-04,-4.368258897999843793e-02,9.990452715958688668e-01,4.337849075861052034e-02,-8.223076434474964336e-02,-3.729827500180052553e-03
1.616161616161616132e+00,1.116941462966951348e-02,-6.064891555493344411e-02,9.980966652678692208e-01,6.035505123840374797e-02,-8.656762730872846756e-02,-6.081656589701054001e-03
1.818181818181818121e+00,2.499965607294790323e-02,-7.865940809463620176e-02,9.965880366101310672e-01,7.837917878163608298e-02,-9.437979974681127981e-02,-9.677395160034440655e-03
2.020202020202020332e+00,4.283776969295682163e-02,-9.878216797788749726e-02,9.941866066173502547e-01,9.704132738421826498e-02,-9.109762850737228301e-02,-1.325132153478405204e-02
2.222222222222222321e+00,6.420827319788457999e-02,-1.154665307238775251e-01,9.912339673031476117e-01,1.148547073896677706e-01,-9.563556968713946005e-02,-1.906413824611747146e-02
2.424242424242424310e+00,8.924371207262056516e-02,-1.374228021949135403e-01,9.864839244977068322e-01,1.339782601252179073e-01,-9.796031899454565872e-02,-2.583998385276005047e-02
2.626262626262626299e+00,1.183409035515079755e-01,-1.550464575903606201e-01,9.807935697868809255e-01,1.513561928930182987e-01,-7.962603528531742025e-02,-3.097130343869323316e-02
2.828282828282828287e+00,1.503977294031330070e-01,-1.695949376637286565e-01,9.739702665426792638e-01,1.651720053203563632e-01,-7.078950760867720737e-02,-3.807007858577136916e-02
3.030303030303030276e+00,1.850770673173085246e-01,-1.836482788463918159e-01,9.654117198532359279e-01,1.783191293845206304e-01,-6.829434073017087714e-02,-4.745749112751880550e-02
3.232323232323232265e+00,2.224458624877878044e-01,-1.971886106860199217e-01,9.547955226527726769e-01,1.897049975152704515e-01,-5.230803626054177091e-02,-5.505602953062613963e-02
3.434343434343434254e+00,2.617255511618622466e-01,-2.047828389516612169e-01,9.431668594368213254e-01,1.964398246938674208e-01,-2.572220907434527581e-02,-6.014855626135996031e-02
3.636363636363636243e+00,3.018154886267241377e-01,-2.075814224332301339e-01,9.304930756784858259e-01,1.992037298163469583e-01,-8.328115347420573730e-03,-6.654971306604945402e-02
3.838383838383838231e+00,3.422119066432145473e-01,-2.081477340415281152e-01,9.162780864808417469e-01,1.972758865502020342e-01,2.177928539789106277e-02,-6.870724913629201736e-02
4.040404040404040664e+00,3.815229175358966773e-01,-1.987817111613549570e-01,9.027325709769536966e-01,1.893179900096971235e-01,5.401254125678850437e-02,-6.800173861929437180e-02
4.242424242424242209e+00,4.187040238188497465e-01,-1.863244850488862958e-01,8.888026365336521017e-01,1.737172241481391710e-01,9.477031349566512886e-02,-6.217839752360882627e-02
4.444444444444444642e+00,4.517116949694882644e-01,-1.604906754055306639e-01,8.776099861189299300e-01,1.501672904989322932e-01,1.386491077185846577e-01,-5.178060420542034137e-02
4.646464646464646187e+00,4.793776765456910782e-01,-1.303046435464278452e-01,8.678811802890378235e-01,1.229727546637312957e-01,1.406718367330085373e-01,-4.609525970103069831e-02
4.848484848484848619e+00,5.013976564497837352e-01,-1.036535696548201435e-01,8.589856387649781322e-01,9.643862870706287893e-02,1.266619948692433717e-01,-4.053286962590355730e-02
5.050505050505050164e+00,5.183427790535952706e-01,-7.912807996289517032e-02,8.515042632684707291e-01,7.354081080777415125e-02,1.157631402839438411e-01,-3.364725871191856510e-02
5.252525252525252597e+00,5.311111153620157177e-01,-5.688058368150950006e-02,8.453907867601625492e-01,5.170743269421387150e-02,1.198036149873065587e-01,-2.452550209062489758e-02
5.454545454545454142e+00,5.392346710512574415e-01,-3.072257895792282478e-02,8.415949694944808712e-01,2.828002363823790832e-02,1.210175381967357189e-01,-1.335777042147813856e-02
5.656565656565656575e+00,5.425373875390815392e-01,-7.984608652525371220e-03,8.399937078019895642e-01,7.379614682708063311e-03,1.058974870020225056e-01,-3.570587147792966733e-03
5.858585858585858119e+00,5.422163335493213054e-01,1.206428447723778552e-02,8.401523080206251270e-01,-9.938327726646253857e-03,9.544651316928697005e-02,5.105260774161810532e-03
6.060606060606060552e+00,5.385219015889214367e-01,3.057963909264108104e-02,8.420564394279135279e-01,-2.774096648996608391e-02,9.933430003031222533e-02,1.387303853385593935e-02
6.262626262626262097e+00,5.310078622402440995e-01,5.219935519655585776e-02,8.457575761151123750e-01,-4.595880960590653652e-02,9.810835739631812435e-02,2.288762968032453937e-02
